angle_deg,seed,set_id,kappa,kr_hat,P32_hat
48,3,1,15.69,2.833,0.7971116661660782
48,3,2,22.4,4.1,0.8262696375373406
48,3,3,10.19,2.7,0.9748683646404741
48,3,5,26.36,2.967,1.1201627065828417
108,3,1,10.63,3.033,0.5810977519415261
108,3,2,23.75,3.833,0.8993030004284052
108,3,3,11.12,2.7,1.0489761894564764
108,3,5,27.48,3.233,1.2020944405005451
120,3,1,11.22,3.1,0.6442839486770328
120,3,2,24.08,3.633,0.8506278933649501
120,3,3,10.94,2.9,1.0042249919748798
120,3,5,26.39,3.367,1.0662184824049152
156,3,1,16.71,3.233,0.49020675886463627
156,3,2,21.55,3.5,1.1547915737238468
156,3,3,11.17,2.9,1.0892464599132607
156,3,5,24.87,3.5,0.9951503766867834
0,4,1,13.76,2.633,0.925346572137498
0,4,2,20.77,3.633,0.6350145768262385
0,4,3,12.78,2.7,0.6895389830582611
0,4,5,23.59,3.367,0.9013027503837561
168,3,1,16.03,3.433,0.6982923460363116
168,3,2,17.43,3.1,1.0441782778250073
168,3,3,11.13,3.1,1.0114580859095894
168,3,5,24.67,3.5,0.9728434618303898
24,4,1,13.91,2.5,0.7944990455475661
24,4,2,22.65,3.167,0.8492667116042351
24,4,3,10.51,2.767,0.8243121226312341
24,4,5,24.51,3.833,0.7886284691349275
144,3,1,15.29,3.033,0.6176333393433745
144,3,2,21.23,3.5,0.908671347192151
144,3,3,10.8,2.9,0.9719958858194048
144,3,5,25.99,3.567,1.0149570358496935
12,4,1,13.78,2.567,1.0021965545314524
12,4,2,22.15,3.3,0.8024050436380281
12,4,3,11.76,2.567,0.7545808550321697
12,4,5,21.16,3.367,0.8403883187717163
132,3,1,13.78,2.967,0.5291897605831556
132,3,2,22.32,3.633,0.818491828956191
132,3,3,10.41,3.033,1.0302576456334298
132,3,5,25.98,3.567,1.019599742637173
180,3,1,15.22,3.3,0.7411335987739007
180,3,2,16.74,3.167,0.8844069173583267
180,3,3,11.2,2.967,0.9527430165303868
180,3,5,25.89,3.5,0.9400888417736478
36,4,1,15.0,2.5,0.9445773076817
36,4,2,25.16,3.3,0.7320672242315309
36,4,3,8.23,2.567,0.8420207783594925
36,4,5,21.68,3.767,0.7794260878253778
48,4,1,15.02,2.567,0.8251667087785466
48,4,2,24.03,3.3,0.7684388055206715
48,4,3,6.69,2.833,0.8475564827179146
48,4,5,22.84,3.9,0.7227273400341521
60,4,1,14.77,2.633,0.8198761132439359
60,4,2,21.74,3.367,0.8325948175710012
60,4,3,6.63,2.967,0.8304059276557486
60,4,5,22.29,3.7,0.8458627728432065
96,4,1,9.52,3.3,0.5708278147784231
